ID_RAMO,DESC_RAMO,ID_MODALIDAD,DESC_MODALIDAD,ID_PP,DESC_PP,ID_ODS,DESC_ODS,ID_METAODS,DESC_METAODS,ID_SM1,DESC_SM1,ID_SM2,DESC_SM2,ID_SM3,DESC_SM3,ID_SM4,DESC_SM4,ID_SM5,DESC_SM5,ID_SM6,DESC_SM6,ID_TCONTRIBUCION,DESC_TCONTRIBUCION
14,Trabajo y Previsi¢n Social,P,"Planeaci¢n, seguimiento y evaluaci¢n de pol¡ticas p£blicas",1,Instrumentaci¢n de la pol¡tica laboral,8,"Promover el crecimiento econ¢mico sostenido, inclusivo y sostenible, el empleo pleno y productivo y el trabajo decente para todos.",5,"Para 2030, lograr el empleo pleno y productivo y garantizar un trabajo decente para todos los hombres y mujeres, incluidos los j¢venes y las personas con discapacidad, y la igualdad de remuneraci¢n por trabajo de igual valor",1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
14,Trabajo y Previsi¢n Social,S,Sujetos a Reglas de Operaci¢n,43,Programa de Apoyo al Empleo (PAE),8,"Promover el crecimiento econ¢mico sostenido, inclusivo y sostenible, el empleo pleno y productivo y el trabajo decente para todos.",12,"Para 2020, desarrollar y poner en marcha una estrategia mundial para el empleo de los j¢venes y aplicar el Pacto Mundial para el Empleo de la Organizaci¢n Internacional del Trabajo",1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
14,Trabajo y Previsi¢n Social,S,Sujetos a Reglas de Operaci¢n,43,Programa de Apoyo al Empleo (PAE),8,"Promover el crecimiento econ¢mico sostenido, inclusivo y sostenible, el empleo pleno y productivo y el trabajo decente para todos.",5,"Para 2030, lograr el empleo pleno y productivo y garantizar un trabajo decente para todos los hombres y mujeres, incluidos los j¢venes y las personas con discapacidad, y la igualdad de remuneraci¢n por trabajo de igual valor",1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
15,"Desarrollo Agrario, Territorial y Urbano",E,Prestaci¢n de Servicios P£blicos,3,Ordenamiento y regulaci¢n de la propiedad rural,1,Poner fin a la pobreza en todas sus formas en todo el mundo,4,"Para 2030, garantizar que todos los hombres y mujeres, en particular los pobres y los vulnerables, tengan los mismos derechos a los recursos econ¢micos, as¡ como acceso a los servicios b sicos, la propiedad y el control de las tierras y otros bienes, la herencia, los recursos naturales, las nuevas tecnolog¡as apropiadas y los servicios financieros, incluida la microfinanciaci¢n",2,Acceso a recursos econ¢micos,2,Acceso a servicios b sicos,2,"Derecho a la propiedad, herencia, el control de las tierras y otros bienes",2,Acceso a recursos naturales,2,Acceso a nuevas tecnolog¡as,2,Acceso a servicios financieros incluyendo microfinanciamiento,2,2-Contribuci¢n Indirecta
15,"Desarrollo Agrario, Territorial y Urbano",E,Prestaci¢n de Servicios P£blicos,3,Ordenamiento y regulaci¢n de la propiedad rural,11,"Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles.",3,"Para 2030, aumentar la urbanizaci¢n inclusiva y sostenible y la capacidad para una planificaci¢n y gesti¢n participativas, integradas y sostenibles de los asentamientos humanos en todos los pa¡ses",2,Capacidad de planificaci¢n,2,Capacidad de gesti¢n,1,No aplica,1,No aplica,1,No aplica,1,No aplica,2,2-Contribuci¢n Indirecta
15,"Desarrollo Agrario, Territorial y Urbano",E,Prestaci¢n de Servicios P£blicos,6,Administraci¢n de fondos comunes de n£cleos agrarios y supervisi¢n de expropiaciones,11,"Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles.",9,"Para 2020, aumentar sustancialmente el n£mero de ciudades y asentamientos humanos que adoptan y ponen en marcha pol¡ticas y planes integrados para promover la inclusi¢n, el uso eficiente de los recursos, la mitigaci¢n del cambio clim tico y la adaptaci¢n a ‚l y la resiliencia ante los desastres, y desarrollar y poner en pr ctica, en consonancia con el Marco de Sendai para la Reducci¢n del Riesgo de Desastres 2015-2030, la gesti¢n integral de los riesgos de desastre a todos los niveles.",2,Promoci¢n de la inclusi¢n,2,Uso eficiente de los recursos,2,Mitigaci¢n y adaptaci¢n del cambio clim tico,2,Resiliencia ante los desastres,2,Gesti¢n de riesgos de desastres,1,No aplica,1,1-Contribuci¢n Directa
15,"Desarrollo Agrario, Territorial y Urbano",E,Prestaci¢n de Servicios P£blicos,14,Programa de Otorgamiento de Cr‚dito (Fondo Nacional de Garant¡as para la Vivienda Popular),11,"Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles.",1,"Para 2030, asegurar el acceso de todas las personas a viviendas y servicios b sicos adecuados, seguros y asequibles y mejorar los barrios marginales",2,"Vivienda y servicios adecuados, seguros y asequibles",2,Mejoramiento de los barrios marginales,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
15,"Desarrollo Agrario, Territorial y Urbano",G,Regulaci¢n y supervisi¢n,1,"Atenci¢n de asuntos jur¡dicos en materia agraria, territorial, urbana y vivienda",11,"Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles.",3,"Para 2030, aumentar la urbanizaci¢n inclusiva y sostenible y la capacidad para una planificaci¢n y gesti¢n participativas, integradas y sostenibles de los asentamientos humanos en todos los pa¡ses",1,No aplica,2,Capacidad de gesti¢n,1,No aplica,1,No aplica,1,No aplica,1,No aplica,2,2-Contribuci¢n Indirecta
15,"Desarrollo Agrario, Territorial y Urbano",P,"Planeaci¢n, seguimiento y evaluaci¢n de pol¡ticas p£blicas",3,Modernizaci¢n del Catastro Rural Nacional,11,"Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles.",3,"Para 2030, aumentar la urbanizaci¢n inclusiva y sostenible y la capacidad para una planificaci¢n y gesti¢n participativas, integradas y sostenibles de los asentamientos humanos en todos los pa¡ses",2,Capacidad de planificaci¢n,2,Capacidad de gesti¢n,1,No aplica,1,No aplica,1,No aplica,1,No aplica,2,2-Contribuci¢n Indirecta
15,"Desarrollo Agrario, Territorial y Urbano",P,"Planeaci¢n, seguimiento y evaluaci¢n de pol¡ticas p£blicas",4,Conducci¢n e instrumentaci¢n de la pol¡tica nacional de vivienda,11,"Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles.",1,"Para 2030, asegurar el acceso de todas las personas a viviendas y servicios b sicos adecuados, seguros y asequibles y mejorar los barrios marginales",2,"Vivienda y servicios adecuados, seguros y asequibles",1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
15,"Desarrollo Agrario, Territorial y Urbano",P,"Planeaci¢n, seguimiento y evaluaci¢n de pol¡ticas p£blicas",4,Conducci¢n e instrumentaci¢n de la pol¡tica nacional de vivienda,11,"Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles.",3,"Para 2030, aumentar la urbanizaci¢n inclusiva y sostenible y la capacidad para una planificaci¢n y gesti¢n participativas, integradas y sostenibles de los asentamientos humanos en todos los pa¡ses",2,Capacidad de planificaci¢n,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
15,"Desarrollo Agrario, Territorial y Urbano",P,"Planeaci¢n, seguimiento y evaluaci¢n de pol¡ticas p£blicas",5,Pol¡tica de Desarrollo Urbano y Ordenamiento del Territorio,11,"Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles.",3,"Para 2030, aumentar la urbanizaci¢n inclusiva y sostenible y la capacidad para una planificaci¢n y gesti¢n participativas, integradas y sostenibles de los asentamientos humanos en todos los pa¡ses",2,Capacidad de planificaci¢n,2,Capacidad de gesti¢n,1,No aplica,1,No aplica,1,No aplica,1,No aplica,2,2-Contribuci¢n Indirecta
15,"Desarrollo Agrario, Territorial y Urbano",E,Prestaci¢n de Servicios P£blicos,14,Programa de Otorgamiento de Cr‚dito (Fondo Nacional de Garant¡as para la Vivienda Popular),11,"Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles.",3,"Para 2030, aumentar la urbanizaci¢n inclusiva y sostenible y la capacidad para una planificaci¢n y gesti¢n participativas, integradas y sostenibles de los asentamientos humanos en todos los pa¡ses",2,Capacidad de planificaci¢n,2,Capacidad de gesti¢n,1,No aplica,1,No aplica,1,No aplica,1,No aplica,2,2-Contribuci¢n Indirecta
15,"Desarrollo Agrario, Territorial y Urbano",E,Prestaci¢n de Servicios P£blicos,14,Programa de Otorgamiento de Cr‚dito (Fondo Nacional de Garant¡as para la Vivienda Popular),11,"Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles.",9,"Para 2020, aumentar sustancialmente el n£mero de ciudades y asentamientos humanos que adoptan y ponen en marcha pol¡ticas y planes integrados para promover la inclusi¢n, el uso eficiente de los recursos, la mitigaci¢n del cambio clim tico y la adaptaci¢n a ‚l y la resiliencia ante los desastres, y desarrollar y poner en pr ctica, en consonancia con el Marco de Sendai para la Reducci¢n del Riesgo de Desastres 2015-2030, la gesti¢n integral de los riesgos de desastre a todos los niveles.",2,Promoci¢n de la inclusi¢n,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
15,"Desarrollo Agrario, Territorial y Urbano",S,Sujetos a Reglas de Operaci¢n,177,Programa de Vivienda Social,11,"Lograr que las ciudades y los asentamientos humanos sean inclusivos, seguros, resilientes y sostenibles.",1,"Para 2030, asegurar el acceso de todas las personas a viviendas y servicios b sicos adecuados, seguros y asequibles y mejorar los barrios marginales",2,"Vivienda y servicios adecuados, seguros y asequibles",1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,No aplica,1,1-Contribuci¢n Directa
